[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Sr (all spectra): 1069 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 29000
Query NIST Bibliographic Databases for
Sr (new window)
Sr Energy Levels
Sr Line Wavelengths and Classification
Sr Transition Probabilities
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                   Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek         |              Lower level               |              Upper level               |  gi   gk  |   Type|         TP  |    Line  |
          |              Wavelength |                Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)       |----------------------------------------|----------------------------------------|           |       |        Ref. |    Ref.  |
          |               Air (nm)  |                 Air (nm)  |   (?)  |           |      |                                | Conf.                | Term     | J    | Conf.                | Term     | J    |           |       |             |          |
Sr III    |             298.2995    |               298.2993    |     60 |           |      | 203342.00     -  236855.60     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             298.7509    |               298.7509    |      4 |           |      | 270011.52     -  303474.46     | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).5f    | 2[3/2]   | 1    |   5 - 3   |       |             |   L1771  |
Sr III    |             299.5378    |               299.5379    |     20 |           |      | 236636.50     -  270011.52     | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr III    |             300.2613    |               300.2624    |    200 |           |      | 203342.00     -  236636.50     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             301.2318    |               301.2328    |    400 |           |      | 192655.86     -  225843.11     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 3    |   5 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             301.5192    |               301.5174    |     6* |           |      | 236855.60     -  270011.52     | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             301.5192    |               301.5184    |     6* |           |      | 280523.88     -  313679.69     | 4p5.(2P*<1/2>).5d    | 2[5/2]*  | 3    | 4p5.(2P*<1/2>).5f    | 2[5/2]   | 3    |   7 - 7   |       |             |   L1771  |
Sr IV     |             301.9294    |               301.9303    |     20 |           |      | 238217.98     -  271328.56     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 3/2  | 4s2.4p4.(3P<2>).5p   | 2[3]*    | 5/2  |   4 - 6   |       |             |   L3647  |
Sr III    |             302.0581    |               302.0582    |     36 |           |      | 271723.37     -  304819.93     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).5f    | 2[7/2]   | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             302.1725    |               302.1736    |    200 |           |      | 194411.46     -  227495.38     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             305.2386    |               305.2376    |      4 |           |      | 236636.50     -  269388.34     | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 1    |   5 - 3   |       |             |   L1771  |
Sr III    |             305.3771    |               305.3775    |     50 |           |      | 193106.27     -  225843.11     | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 3    |   7 - 7   |       |             |   L1771  |
Sr III    |             305.9827    |               305.9826    |     60 |           |      | 202081.34     -  234753.44     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 0    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    |   1 - 3   |       |             |   L1771  |
Sr III    |             306.1427    |               306.1446    |    100 |           |      | 192655.86     -  225310.67     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 2    |   5 - 5   |       |             |   L1771  |
Sr III    |             306.6738    |               306.6714    |      2 |           |      | 271164.97     -  303763.69     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).5f    | 2[3/2]   | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             307.0951    |               307.0963    |     12 |           |      | 271723.37     -  304276.99     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).5f    | 2[5/2]   | 3    |   7 - 7   |       |             |   L1771  |
Sr III    |             307.2956    |               307.2934    |      1 |           |      | 236855.60     -  269388.34     | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr II     |             307.501     |               307.4995    |      * |           |      |  53372.97     -   85883.9      | 4p6.5d               | 2D       | 5/2  | 4p6.12f              | 2F*      | 7/2  |   6 - 8   |       |             |   L3450  |
Sr II     |             307.501     |               307.4995    |      * |           |      |  53372.97     -   85883.9      | 4p6.5d               | 2D       | 5/2  | 4p6.12f              | 2F*      | 5/2  |   6 - 6   |       |             |   L3450  |
Sr III    |             307.7701    |               307.7710    |     14 |           |      | 271723.37     -  304205.62     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).5f    | 2[9/2]   | 4    |   7 - 9   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             310.4252    |               310.4265    |     60 |           |      | 193106.27     -  225310.67     | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 2    |   7 - 5   |       |             |   L1771  |
Sr III    |             311.3835    |               311.3841    |     30 |           |      | 236855.60     -  268960.97     | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             312.1740    |               312.1763    |      8 |           |      | 236636.50     -  268660.40     | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr II     |             312.330     |               312.3266    |        |           |      |  53286.31     -   85294.8      | 4p6.5d               | 2D       | 3/2  | 4p6.11f              | 2F*      | 5/2  |   4 - 6   |       |             |   L3450  |
Sr II     |             313.175     |               313.1745    |      * |           |      |  53372.97     -   85294.8      | 4p6.5d               | 2D       | 5/2  | 4p6.11f              | 2F*      | 7/2  |   6 - 8   |       |             |   L3450  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr II     |             313.175     |               313.1745    |      * |           |      |  53372.97     -   85294.8      | 4p6.5d               | 2D       | 5/2  | 4p6.11f              | 2F*      | 5/2  |   6 - 6   |       |             |   L3450  |
Sr III    |             314.3255    |               314.3269    |     24 |           |      | 236855.60     -  268660.40     | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             316.4332    |               316.4339    |     24 |           |      | 236855.60     -  268448.63     | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 0    |   3 - 1   |       |             |   L1771  |
Sr I      |             317.228     |               317.235     |      w |           |      |  18218.784    -   49732.0      | 5s.4d                | 3D       | 2    | 4d.6p                | 3P*      | 2    |   5 - 5   |       |             |   L7603  |
Sr IV     |             317.3957    |               317.3977    |      6 |           |      | 250046.76     -  281543.86     | 4s2.4p4.(1D<2>).5s   | 2[2]     | 5/2  | 4s2.4p4.(3P<0>).5p   | 2[1]*    | 3/2  |   6 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             317.903     |               317.9035    |        |           |      |  18218.784    -   49665.77     | 5s.4d                | 3D       | 2    | 4d.6p                | 3D*      | 3    |   5 - 7   |       |             |   L7603  |
Sr I      |             318.258     |               318.250     |      w |           |      |  18319.261    -   49732.0      | 5s.4d                | 3D       | 3    | 4d.6p                | 3P*      | 2    |   7 - 5   |       |             |   L7603  |
Sr III    |             318.2613    |               318.2633    |    100 |           |      | 203342.00     -  234753.44     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr I      |             318.387     |               318.3868    |        |           |      |  18159.040    -   49558.30     | 5s.4d                | 3D       | 1    | 4d.6p                | 3D*      | 2    |   3 - 5   |       |             |   L7603  |
Sr I      |             318.923     |               318.9226    |        |           |      |  18319.261    -   49665.77     | 5s.4d                | 3D       | 3    | 4d.6p                | 3D*      | 3    |   7 - 7   |       |             |   L7603  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             318.994     |               318.9937    |        |           |      |  18218.784    -   49558.30     | 5s.4d                | 3D       | 2    | 4d.6p                | 3D*      | 2    |   5 - 5   |       |             |   L7603  |
Sr I      |             319.900     |               319.8991    |        |           |      |  18159.040    -   49409.86     | 5s.4d                | 3D       | 1    | 4d.6p                | 3D*      | 1    |   3 - 3   |       |             |   L7603  |
Sr I      |             320.020     |               320.0198    |        |           |      |  18319.261    -   49558.30     | 5s.4d                | 3D       | 3    | 4d.6p                | 3D*      | 2    |   7 - 5   |       |             |   L7603  |
Sr II     |             320.068     |               320.0644    |        |           |      |  53286.31     -   84521.0      | 4p6.5d               | 2D       | 3/2  | 4p6.10f              | 2F*      | 5/2  |   4 - 6   |       |             |   L3450  |
Sr III    |             320.3670    |               320.3662    |     60 |           |      | 196290.12     -  227495.38     | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 1    |   5 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             320.511     |               320.5119    |        |           |      |  18218.784    -   49409.86     | 5s.4d                | 3D       | 2    | 4d.6p                | 3D*      | 1    |   5 - 3   |       |             |   L7603  |
Sr II     |             320.956     |               320.9549    |      * |           |      |  53372.97     -   84521.0      | 4p6.5d               | 2D       | 5/2  | 4p6.10f              | 2F*      | 5/2  |   6 - 6   |       |             |   L3450  |
Sr II     |             320.956     |               320.9549    |      * |           |      |  53372.97     -   84521.0      | 4p6.5d               | 2D       | 5/2  | 4p6.10f              | 2F*      | 7/2  |   6 - 8   |       |             |   L3450  |
Sr III    |             323.5388    |               323.5395    |    200 |           |      | 194411.46     -  225310.67     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr IV     |             326.6517    |               326.6541    |     18 |           |      | 236924.66     -  267529.26     | 4s2.4p4.(3P<0>).5s   | 2[0]     | 1/2  | 4s2.4p4.(3P<2>).5p   | 2[1]*    | 3/2  |   2 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr II     |             328.800     |               328.800     |        |           |      |  55769.7      -   86174.6      | 4p6.6p               | 2P*      | 1/2  | 4p6.14d              | 2D       | 3/2  |   2 - 4   |       |             |   L3450  |
Sr I      |             330.1734    |               330.17324   |   420h | 5.9e+07   | B'   |  14317.507    -   44595.920    | 5s.5p                | 3P*      | 0    | 4d2                  | 3P       | 1    |   1 - 3   |       |       T2979 |   L7362  |
Sr III    |             330.2716    |               330.2714    |     60 |           |      | 197225.97     -  227495.38     | 4p5.(2P*<3/2>).4d    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr I      |             330.7534    |               330.75352   |    430 |           |      |  14504.334    -   44729.627    | 5s.5p                | 3P*      | 1    | 4d2                  | 3P       | 2    |   3 - 5   |       |             |   L7362  |
