[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Mg (all spectra): 1067 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 50
Query NIST Bibliographic Databases for
Mg (new window)
Mg Energy Levels
Mg Line Wavelengths and Classification
Mg Transition Probabilities
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |Type|                       TP  |    Line  |
          |                 Wavelength |                 Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)         |----------------------------------------|-----------------------------------------|           |    |                      Ref. |    Ref.  |
          |                  Air (nm)  |                  Air (nm)  |  (?)  |           |      |                                     | Conf.                 | Term    | J    | Conf.                 | Term     | J    |           |    |                           |          |
Mg IV     |                            |                 279.976    |       | 1.60e+06  | C    |   644786.4       -    680493.2      | 2s2.2p4.(1D).3p       | 2D*     | 5/2  | 2s2.2p4.(3P).3d       | 2D       | 5/2  |   6 - 6   |    |                       c46 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 280.27     |       | 9.15e+05  | D+   |  1282030         -   1317700?       | 2s.2p3.(3D*).3d       | 4P*     | 5/2  | 2s2.2p2.(3P).5s       | 4P       | 3/2  |   6 - 4   |    |                    u22,LS |          |
Mg II     |                 280.2704   |                 280.2705   |   12g | 2.57e+08  | A+   |        0.00      -     35669.31     | 2p6.3s                | 2S      | 1/2  | 2p6.3p                | 2P*      | 1/2  |   2 - 2   |    | c31,T6870,T5467,T6659,c23 |   L7414  |
Mg VI     |                            |                 280.42     |       | 1.64e+06  | D+   |  1252240         -   1287890?       | 2s2.2p2.(3P).4d       | 4P      | 5/2  | 2s.2p3.(3D*).3d       | 4S*      | 3/2  |   6 - 4   |    |                    u22,LS |          |
Mg I      |                            |                 280.9755   |       | 3.14e+07  | C    |    47957.027     -     83536.84     | 3s.3d                 | 3D      | 2    | 3p.3d                 | 3D*      | 3    |   5 - 7   |    |               T6298c72,LS |          |
Mg I      |                 280.9761   |                 280.9756   |     3 | 2.50e+08  | B    |    47957.045     -     83536.84     | 3s.3d                 | 3D      | 3    | 3p.3d                 | 3D*      | 3    |   7 - 7   |    |               T6298c72,LS |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 281.1050   |       | 4.38e+07  | C    |    47957.045     -     83520.47     | 3s.3d                 | 3D      | 3    | 3p.3d                 | 3D*      | 2    |   7 - 5   |    |               T6298c72,LS |          |
Mg I      |                            |                 281.1051   |       | 4.22e+07  | C    |    47957.058     -     83520.47     | 3s.3d                 | 3D      | 1    | 3p.3d                 | 3D*      | 2    |   3 - 5   |    |               T6298c72,LS |          |
Mg I      |                 281.1112   |                 281.1048   |   2bl | 1.96e+08  | B    |    47957.027     -     83520.47     | 3s.3d                 | 3D      | 2    | 3p.3d                 | 3D*      | 2    |   5 - 5   |    |               T6298c72,LS |   L6095  |
Mg I      |                            |                 281.1777   |       | 7.03e+07  | C    |    47957.027     -     83511.25     | 3s.3d                 | 3D      | 2    | 3p.3d                 | 3D*      | 1    |   5 - 3   |    |               T6298c72,LS |          |
Mg I      |                 281.1781   |                 281.1780   |     1 | 2.11e+08  | C+   |    47957.058     -     83511.25     | 3s.3d                 | 3D      | 1    | 3p.3d                 | 3D*      | 1    |   3 - 3   |    |               T6298c72,LS |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IX     |                            |                 281.42     |       | 3.53e+07  | A    |  1558080         -   1593600        | 1s2.2s.3s             | 1S      | 0    | 1s2.2s.3p             | 1P*      | 1    |   1 - 3   |    |                   T7096c9 |   L1255  |
Mg VIII   |                            |                 281.53     |       | 1.03e+06  | C    |  1442830         -   1478340        | 2s.2p.(3P*).3p        | 2D      | 5/2  | 2s.2p.(3P*).3d        | 2D*      | 3/2  |   6 - 4   |    |                T7192c4,LS |          |
Mg IX     |                            |                 281.85     |       | 1.04e+07  | C+   |  2249450         -   2284920        | 1s2.2p.4d             | 3P*     | 2    | 1s2.2s.5d             | 3D       | 3    |   5 - 7   |    |                T5633c4,LS |          |
Mg IX     |                            |                 281.85     |       | 2.59e+06  | D+   |  2249450         -   2284920        | 1s2.2p.4d             | 3P*     | 2    | 1s2.2s.5d             | 3D       | 2    |   5 - 5   |    |                T5633c4,LS |          |
Mg IV     |                            |                 282.480    |       | 1.97e+06  | C    |   644643.4       -    680033.7      | 2s2.2p4.(1D).3p       | 2D*     | 3/2  | 2s2.2p4.(3P).3d       | 2D       | 3/2  |   4 - 4   |    |                       c46 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 283.20     |       | 2.63e+05  | D    |  1282400         -   1317700?       | 2s.2p3.(3D*).3d       | 4P*     | 3/2  | 2s2.2p2.(3P).5s       | 4P       | 3/2  |   4 - 4   |    |                    u22,LS |          |
Mg IV     |                            |                 283.626    |       | 5.61e+05  | D+   |   644786.4       -    680033.7      | 2s2.2p4.(1D).3p       | 2D*     | 5/2  | 2s2.2p4.(3P).3d       | 2D       | 3/2  |   6 - 4   |    |                       c46 |          |
Mg VI     |                            |                 283.77     |       | 1.05e+06  | D+   |  1252660         -   1287890?       | 2s2.2p2.(3P).4d       | 4P      | 3/2  | 2s.2p3.(3D*).3d       | 4S*      | 3/2  |   4 - 4   |    |                    u22,LS |          |
Mg IX     |                            |                 283.77     |       | 1.00e+07  | C+   |  1779990         -   1815220        | 1s2.2p.3p             | 3P      | 2    | 1s2.2p.3d             | 3P*      | 2    |   5 - 5   |    |                T5633c4,LS |          |
Mg II     |                            |                 284.2097   |       | 1.25e+06  | B    |    80619.50      -    115794.44     | 2p6.4p                | 2P*     | 1/2  | 2p6.9d                | 2D       | 3/2  |   2 - 4   |    |                       c31 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                            |                 284.4479   |       | 1.89e+06  | B+   |    80619.50      -    115764.99     | 2p6.4p                | 2P*     | 1/2  | 2p6.10s               | 2S       | 1/2  |   2 - 2   |    |                       c31 |          |
Mg II     |                            |                 284.4566   |       | 2.46e+05  | C+   |    80650.02      -    115794.44     | 2p6.4p                | 2P*     | 3/2  | 2p6.9d                | 2D       | 3/2  |   4 - 4   |    |                       c31 |          |
Mg II     |                            |                 284.4570   |       | 1.48e+06  | B    |    80650.02      -    115794.39     | 2p6.4p                | 2P*     | 3/2  | 2p6.9d                | 2D       | 5/2  |   4 - 6   |    |                       c31 |          |
Mg I      |                 284.6716   |                 284.67167  |    12 | 1.31e+07  | D+   |    21850.405     -     56968.271    | 3s.3p                 | 3P*     | 0    | 3s.5d                 | 3D       | 1    |   1 - 3   |    |               T6298c72,LS |   L6095  |
Mg II     |                            |                 284.6952   |       | 3.77e+06  | B+   |    80650.02      -    115764.99     | 2p6.4p                | 2P*     | 3/2  | 2p6.10s               | 2S       | 1/2  |   4 - 2   |    |                       c31 |          |
