[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Al (all spectra): 1038 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 4000
Query NIST Bibliographic Databases for
Al (new window)
Al Energy Levels
Al Line Wavelengths and Classification
Al Transition Probabilities
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |   Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |                 Wavelength |                 Wavelength |   Int. |    s^-1   |      |         (cm-1)       (cm-1)         |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |                  Air (nm)  |                  Air (nm)  |   (?)  |           |      |                                     | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al VII    |                            |                 263.5      |        | 5.33e+05  | C+   |  1702100?        -   1740040?       | 2s2.2p2.(3P).5s       | 4P      | 5/2 | 2s.2p3.(5S*).4d       | 4D*     | 3/2  |   6 - 4   |    |              u22,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 263.5020   |                 263.5018   |    250 |           |      |    85481.35      -    123420.45     | 3p2                   | 1D      | 2   | 3s.4f                 | 3F*     | 3    |   5 - 7   |    |                     |       L4575  |
Al I      |                 263.603    |                 263.6049   |      2 |           |      |    42233.742     -     80158.0      | 3s2.4d                | 2D      | 3/2 | 3s.3p.(3P*).5d        | 2D*     | 3/2  |   4 - 4   |    |                     |       L3514  |
Al I      |                 263.632    |                 263.6330   |      1 |           |      |    42237.783     -     80158.0      | 3s2.4d                | 2D      | 5/2 | 3s.3p.(3P*).5d        | 2D*     | 3/2  |   6 - 4   |    |                     |       L3514  |
Al II     |                 263.6724   |                 263.6716   |    500 |           |      |   110089.83      -    148004.49     | 3s.3d                 | 1D      | 2   | 3s.12p                | 1P*     | 1    |   5 - 3   |    |                     |       L4575  |
Al II     |                 263.7689   |                 263.7691   |   3000 | 2.85e+07  | C+   |    95549.42      -    133450.07     | 3s.3d                 | 3D      | 3   | 3s.5f                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 263.8178   |                 263.8178   |   1000 | 3.18e+06  | C+   |    95549.42      -    133443.08     | 3s.3d                 | 3D      | 3   | 3s.5f                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |       L4575  |
Al II     |                 263.8255   |                 263.8254   |   2500 | 2.53e+07  | C+   |    95550.51      -    133443.08     | 3s.3d                 | 3D      | 2   | 3s.5f                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |       L4575  |
Al II     |                            |                 263.8552   |        | 1.25e+05  | E    |    95549.42      -    133437.71     | 3s.3d                 | 3D      | 3   | 3s.5f                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |                 263.8627   |                 263.8628   |    500 | 4.44e+06  | C+   |    95550.51      -    133437.71     | 3s.3d                 | 3D      | 2   | 3s.5f                 | 3F*     | 2    |   5 - 5   |    |          T6298c4,LS |       L4575  |
Al II     |                 263.8690   |                 263.8692   |   2000 | 2.40e+07  | C+   |    95551.44      -    133437.71     | 3s.3d                 | 3D      | 1   | 3s.5f                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 264.0408   |                 264.0407   |    450 |           |      |   106920.56      -    144782.23     | 3s.4p                 | 1P*     | 1   | 3s.8d                 | 1D      | 2    |   3 - 5   |    |                     |       L4575  |
Al I      |                 264.749    |                 264.7545   |      6 |           |      |    32949.807     -     70709.4      | 3s2.4p                | 2P*     | 1/2 | 3s.3p.(3P*).4p        | 2P      | 1/2  |   2 - 2   |    |                     |       L3514  |
Al I      |                 264.861    |                 264.8656   |      4 |           |      |    32965.639     -     70709.4      | 3s2.4p                | 2P*     | 3/2 | 3s.3p.(3P*).4p        | 2P      | 1/2  |   4 - 2   |    |                     |       L3514  |
Al II     |                 265.0073   |                 265.0073   |    500 |           |      |   106920.56      -    144644.14     | 3s.4p                 | 1P*     | 1   | 3s.9s                 | 1S      | 0    |   3 - 1   |    |                     |       L4575  |
Al I      |                 265.2484   |                 265.24758  |    10g | 1.42e+07  | B    |        0.000     -     37689.407    | 3s2.3p                | 2P*     | 1/2 | 3s2.5s                | 2S      | 1/2  |   2 - 2   |    |               T7365 |       L3514  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VII    |                            |                 265.3      |        | 3.13e+06  | C+   |  1702100?        -   1739780        | 2s2.2p2.(3P).5s       | 4P      | 5/2 | 2s.2p3.(5S*).4d       | 4D*     | 5/2  |   6 - 6   |    |              u22,LS |              |
Al VI     |                            |                 265.7      |        | 5.37e+05  | D    |  1169250         -   1206880        | 2s2.2p3.(2P*).3d      | 3D*     | 1   | 2s.2p4.(4P).3s        | 3P      | 1    |   3 - 3   |    |              u20,LS |              |
Al I      |                 265.7406   |                 265.7405   |      3 |           |      |    38933.968     -     76553.47     | 3s2.nd                | y 2D    | 5/2 | 3s.3p.(3P*).4d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L4737  |
Al I      |                 265.933    |                 265.9329   |      3 |           |      |    38929.413     -     76521.7      | 3s2.nd                | y 2D    | 3/2 | 3s.3p.(3P*).4d        | 2D*     | 3/2  |   4 - 4   |    |                     |       L3514  |
Al II     |                            |                 266.0355   |        | 3.35e-03  | A+   |        0.00      -     37577.79     | 2p6.3s2               | 1S      | 0   | 3s.3p                 | 3P*     | 2    |   1 - 5   | M2 |                 c41 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 266.0393   |                 266.03863  |    10g | 2.84e+07  | B    |      112.061     -     37689.407    | 3s2.3p                | 2P*     | 3/2 | 3s2.5s                | 2S      | 1/2  |   4 - 2   |    |               T7365 |       L3514  |
Al VI     |                            |                 266.438    |        | 2.79e+06  | A    |   993874         -   1031395        | 2s2.2p3.(2P*).3s      | 3P*     | 2   | 2s2.2p3.(2D*).3p      | 3D      | 3    |   5 - 7   |    |             T7370c8 |              |
Al II     |                 266.9157   |                 266.9155   |  2500g | 3.28e+03  | A+   |        0.00      -     37453.91     | 2p6.3s2               | 1S      | 0   | 3s.3p                 | 3P*     | 1    |   1 - 3   |    |               T6947 |       L4575  |
Al II     |                 267.1811   |                 267.1813   |     45 |           |      |   111637.33      -    149053.98     | 3p2                   | 1S      | 0   | 3s.14p                | 1P*     | 1    |   1 - 3   |    |                     |       L4575  |
Al VI     |                            |                 267.687    |        | 2.25e+06  | B+   |   993659         -   1031005        | 2s2.2p3.(2P*).3s      | 3P*     | 1   | 2s2.2p3.(2D*).3p      | 3D      | 2    |   3 - 5   |    |             T7370c8 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VI     |                            |                 267.744    |        | 1.44e+06  | B+   |   993570         -   1030908        | 2s2.2p3.(2P*).3s      | 3P*     | 0   | 2s2.2p3.(2D*).3p      | 3D      | 1    |   1 - 3   |    |             T7370c8 |              |
Al VII    |                            |                 267.9      |        | 1.02e+07  | B+   |  1702100?        -   1739420        | 2s2.2p2.(3P).5s       | 4P      | 5/2 | 2s.2p3.(5S*).4d       | 4D*     | 7/2  |   6 - 8   |    |              u22,LS |              |
Al II     |                 268.3274   |                 268.3274   |    500 |           |      |   110089.83      -    147346.67     | 3s.3d                 | 1D      | 2   | 3s.10f                | 1F*     | 3    |   5 - 7   |    |                     |       L4575  |
Al VI     |                            |                 268.384    |        | 9.34e+05  | B+   |   993659         -   1030908        | 2s2.2p3.(2P*).3s      | 3P*     | 1   | 2s2.2p3.(2D*).3p      | 3D      | 1    |   3 - 3   |    |             T7370c8 |              |
